phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
AB1_ZOONOTIC_BACTERIAL	Certain zoonotic bacterial diseases	I Certain infectious and parasitic diseases (AB1_)	500	411681	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_ZOONOTIC_BACTERIAL.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_ZOONOTIC_BACTERIAL.gz
AB1_VIRAN_CNS_INFECTIONS_NOS	Viral infections of central nervous system, not elsewhere classified/unspecified	I Certain infectious and parasitic diseases (AB1_)	346	409849	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAN_CNS_INFECTIONS_NOS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAN_CNS_INFECTIONS_NOS.gz
AB1_VIRAL_CNS	Viral infections of the central nervous system	I Certain infectious and parasitic diseases (AB1_)	2332	409849	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_CNS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_CNS.gz
AB1_VIRAAL_CONJUNCT	Viral conjunctivitis	I Certain infectious and parasitic diseases (AB1_)	597	400974	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAAL_CONJUNCT.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAAL_CONJUNCT.gz
AB1_TUBERCU_OTH_ORG	Tuberculosis of other organs	I Certain infectious and parasitic diseases (AB1_)	724	409568	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_TUBERCU_OTH_ORG.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_TUBERCU_OTH_ORG.gz
AB1_TRICHOMONIASIS	Trichomoniasis	I Certain infectious and parasitic diseases (AB1_)	235	400197	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_TRICHOMONIASIS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_TRICHOMONIASIS.gz
AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES	Sequelae of infectious and parasitic diseases	I Certain infectious and parasitic diseases (AB1_)	2645	409536	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES.gz
AB1_SEQULAE_INF_NOS	Sequelae of other and unspecified infectious and parasitic diseases	I Certain infectious and parasitic diseases (AB1_)	1817	409536	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_SEQULAE_INF_NOS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_SEQULAE_INF_NOS.gz
AB1_SCABIES	Scabies	I Certain infectious and parasitic diseases (AB1_)	1244	410485	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_SCABIES.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_SCABIES.gz
AB1_RUBELLA	Rubella [German measles]	I Certain infectious and parasitic diseases (AB1_)	1041	396378	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_RUBELLA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_RUBELLA.gz
AB1_PARASITIC_NOS	Unspecified parasitic disease	I Certain infectious and parasitic diseases (AB1_)	247	410485	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_PARASITIC_NOS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_PARASITIC_NOS.gz
AB1_OTHER_SEPSIS	Other septicaemia	I Certain infectious and parasitic diseases (AB1_)	13531	363227	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_OTHER_SEPSIS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_OTHER_SEPSIS.gz
AB1_OTHER_MYCOBAC	Infection due to other mycobacteria	I Certain infectious and parasitic diseases (AB1_)	420	363227	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_OTHER_MYCOBAC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_OTHER_MYCOBAC.gz
AB1_OTHER_INFECTIONS	Other infectious diseases	I Certain infectious and parasitic diseases (AB1_)	2500	409681	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_OTHER_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_OTHER_INFECTIONS.gz
AB1_OTHER_BACT_INOTHER	Other bacterial agents as the cause of diseases classified to other chapters	I Certain infectious and parasitic diseases (AB1_)	277	409329	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_OTHER_BACT_INOTHER.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_OTHER_BACT_INOTHER.gz
AB1_LYME	Lyme disease	I Certain infectious and parasitic diseases (AB1_)	2357	409824	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_LYME.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_LYME.gz
AB1_HERPES_SIMPLEX	Herpesviral [herpes simplex] infections	I Certain infectious and parasitic diseases (AB1_)	3723	396378	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_HERPES_SIMPLEX.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_HERPES_SIMPLEX.gz
AB1_HELMINTIASES	Helminthiases	I Certain infectious and parasitic diseases (AB1_)	523	411658	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_HELMINTIASES.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_HELMINTIASES.gz
AB1_EBV	Infectious mononucleosis	I Certain infectious and parasitic diseases (AB1_)	2979	400974	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_EBV.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_EBV.gz
AB1_CHLAMYDIA_OTHER	Other sexually transmitted chlamydial diseases	I Certain infectious and parasitic diseases (AB1_)	2186	400197	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_CHLAMYDIA_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_CHLAMYDIA_OTHER.gz
AB1_BACT_INTEST_OTH	Other bacterial intestinal infections	I Certain infectious and parasitic diseases (AB1_)	6145	367214	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_BACT_INTEST_OTH.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_BACT_INTEST_OTH.gz
AB1_AMOEBIASIS	Amoebiasis	I Certain infectious and parasitic diseases (AB1_)	160	367214	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_AMOEBIASIS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_AMOEBIASIS.gz
Z21_TOBAC_USE	Tobacco use	XXI Factors influencing health status and contact with health services (Z21_)	1454	410727	gs://finngen-public-data-r10/summary_stats/finngen_R10_Z21_TOBAC_USE.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Z21_TOBAC_USE.gz
Z21_PREVIOUS_SUICIDE_ATTEMPT	Previous suicide attempt	XXI Factors influencing health status and contact with health services (Z21_)	283	411898	gs://finngen-public-data-r10/summary_stats/finngen_R10_Z21_PREVIOUS_SUICIDE_ATTEMPT.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Z21_PREVIOUS_SUICIDE_ATTEMPT.gz
Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS	Asymptomatic human immunodeficiency virus [HIV] infection status	XXI Factors influencing health status and contact with health services (Z21_)	168	397598	gs://finngen-public-data-r10/summary_stats/finngen_R10_Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS.gz
VIT_DEF	Vitamin deficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	1469	386985	gs://finngen-public-data-r10/summary_stats/finngen_R10_VIT_DEF.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_VIT_DEF.gz
VIRALPNEUMONAS	Viral pneumonia (unknown virus, not influenza)	Interstitial lung disease endpoints	1683	397758	gs://finngen-public-data-r10/summary_stats/finngen_R10_VIRALPNEUMONAS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_VIRALPNEUMONAS.gz
VIRALPNEUMOKNOWN	Viral pneumonia (known virus, not influenza)	Interstitial lung disease endpoints	564	398587	gs://finngen-public-data-r10/summary_stats/finngen_R10_VIRALPNEUMOKNOWN.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_VIRALPNEUMOKNOWN.gz
VD_SO	Vascular dementia (sudden onset)	Neurological endpoints	157	392463	gs://finngen-public-data-r10/summary_stats/finngen_R10_VD_SO.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_VD_SO.gz
VD_O	Vascular dementia (other)	Neurological endpoints	142	392463	gs://finngen-public-data-r10/summary_stats/finngen_R10_VD_O.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_VD_O.gz
U22_COVID19_CONFIRMED	Covid-19 confirmed case	XXII Codes for special purposes (U22_)	2856	405232	gs://finngen-public-data-r10/summary_stats/finngen_R10_U22_COVID19_CONFIRMED.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_U22_COVID19_CONFIRMED.gz
TRACHEOBRONCHOMAL	Tracheo-bronchomalasia	COPD and related endpoints	133	151841	gs://finngen-public-data-r10/summary_stats/finngen_R10_TRACHEOBRONCHOMAL.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_TRACHEOBRONCHOMAL.gz
TEMPOROMANDIB_INCLAVO	Temporomandibular joint disorders, including avohilmo	XI Diseases of the digestive system (K11_)	14944	397237	gs://finngen-public-data-r10/summary_stats/finngen_R10_TEMPOROMANDIB_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_TEMPOROMANDIB_INCLAVO.gz
TBC_RESP	Respiratory tuberculosis	I Certain infectious and parasitic diseases (AB1_)	1929	409654	gs://finngen-public-data-r10/summary_stats/finngen_R10_TBC_RESP.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_TBC_RESP.gz
SYSTINOTH_FG	Systemic disorders of connective tissue in diseases classified elsewhere (FG)	Rheuma endpoints	61	311210	gs://finngen-public-data-r10/summary_stats/finngen_R10_SYSTINOTH_FG.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_SYSTINOTH_FG.gz
STILL_ADULT	Adult-onset Still disease	Rheuma endpoints	125	372620	gs://finngen-public-data-r10/summary_stats/finngen_R10_STILL_ADULT.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_STILL_ADULT.gz
ST19_TOXIC_EFFECT_ALCOHOL	Toxic effect of alcohol	Alcohol related diseases	662	408418	gs://finngen-public-data-r10/summary_stats/finngen_R10_ST19_TOXIC_EFFECT_ALCOHOL.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_ST19_TOXIC_EFFECT_ALCOHOL.gz
ST19_FRACT_SKULL_FACIAL_BONES	Fracture of skull and facial bones	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	7580	358857	gs://finngen-public-data-r10/summary_stats/finngen_R10_ST19_FRACT_SKULL_FACIAL_BONES.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_ST19_FRACT_SKULL_FACIAL_BONES.gz
ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE	Fracture of rib(s), sternum and thoracic spine	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	9995	395649	gs://finngen-public-data-r10/summary_stats/finngen_R10_ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE.gz
ST19_FRACT_NECK	Fracture of neck	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	1649	404306	gs://finngen-public-data-r10/summary_stats/finngen_R10_ST19_FRACT_NECK.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_ST19_FRACT_NECK.gz
ST19_FRACT_INVOLVI_MULTIPLE_BODY_REGIONS	Fractures involving multiple body regions	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	59	411107	gs://finngen-public-data-r10/summary_stats/finngen_R10_ST19_FRACT_INVOLVI_MULTIPLE_BODY_REGIONS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_ST19_FRACT_INVOLVI_MULTIPLE_BODY_REGIONS.gz
ST19_FRACT_FEMUR	Fracture of femur	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	9489	394217	gs://finngen-public-data-r10/summary_stats/finngen_R10_ST19_FRACT_FEMUR.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_ST19_FRACT_FEMUR.gz
SFN	Small fibre neuropathy	Neurological endpoints	683	405136	gs://finngen-public-data-r10/summary_stats/finngen_R10_SFN.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_SFN.gz
SCND_OTH_KNEEARTHROSIS	Other secondary gonarthrosis	Rheuma endpoints	1494	363345	gs://finngen-public-data-r10/summary_stats/finngen_R10_SCND_OTH_KNEEARTHROSIS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_SCND_OTH_KNEEARTHROSIS.gz
SCND_OTH_COXARTHROSIS	Other secondary coxarthrosis	Rheuma endpoints	940	387926	gs://finngen-public-data-r10/summary_stats/finngen_R10_SCND_OTH_COXARTHROSIS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_SCND_OTH_COXARTHROSIS.gz
RX_INFERTILITY	Medical treatment for female infertility	Drug purchase endpoints	7469	222841	gs://finngen-public-data-r10/summary_stats/finngen_R10_RX_INFERTILITY.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_RX_INFERTILITY.gz
RHINITIS_VASOMOTOR	Vasomotor rhinitis (mode)	Comorbidities of Asthma	2221	405853	gs://finngen-public-data-r10/summary_stats/finngen_R10_RHINITIS_VASOMOTOR.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_RHINITIS_VASOMOTOR.gz
RHEUMAT_LUNG	Rheumatoid lung disease	Rheuma endpoints	97	372620	gs://finngen-public-data-r10/summary_stats/finngen_R10_RHEUMAT_LUNG.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_RHEUMAT_LUNG.gz
R18_RETEN_URINE	Retention of urine	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	12716	374900	gs://finngen-public-data-r10/summary_stats/finngen_R10_R18_RETEN_URINE.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_R18_RETEN_URINE.gz
R18_ANOREXIA	Anorexia	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	452	411729	gs://finngen-public-data-r10/summary_stats/finngen_R10_R18_ANOREXIA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_R18_ANOREXIA.gz
Q17_SYNDACTYLY	Syndactyly	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	60	409304	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_SYNDACTYLY.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_SYNDACTYLY.gz
Q17_SPINA_BIFIDA	Spina bifida	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	61	411544	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_SPINA_BIFIDA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_SPINA_BIFIDA.gz
Q17_RVOTO	Right ventricular outflow tract obstruction	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	239	411942	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_RVOTO.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_RVOTO.gz
Q17_RENAL_AGENE_OTHER_REDUCT_DEFECTS_KIDNEY	Renal agenesis and other reduction defects of kidney	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	140	410449	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_RENAL_AGENE_OTHER_REDUCT_DEFECTS_KIDNEY.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_RENAL_AGENE_OTHER_REDUCT_DEFECTS_KIDNEY.gz
Q17_REDUCT_DEFECTS_UPPER_LIMB	Reduction defects of upper limb	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	69	409304	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_REDUCT_DEFECTS_UPPER_LIMB.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_REDUCT_DEFECTS_UPPER_LIMB.gz
Q17_REDUCT_DEFECTS_LOWER_LIMB	Reduction defects of lower limb	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	73	409304	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_REDUCT_DEFECTS_LOWER_LIMB.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_REDUCT_DEFECTS_LOWER_LIMB.gz
Q17_PDA	Isolated patent ductus arteriosus	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	72	412109	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_PDA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_PDA.gz
Q17_OTHER_SEX_CHROMOSOME_ABNORMALITI_MALE_PHENOT_NOT_ELSEW_CLASSIFIED	Other sex chromosome abnormalities, male phenotype, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	53	411655	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_SEX_CHROMOSOME_ABNORMALITI_MALE_PHENOT_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_SEX_CHROMOSOME_ABNORMALITI_MALE_PHENOT_NOT_ELSEW_CLASSIFIED.gz
Q17_OTHER_CONGEN_MUSCULOS_DEFORMITI	Other congenital musculoskeletal deformities	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	95	409304	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MUSCULOS_DEFORMITI.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MUSCULOS_DEFORMITI.gz
Q17_OTHER_CONGEN_MALFO_URINARY_SYSTEM	Other congenital malformations of urinary system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	133	410449	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_URINARY_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_URINARY_SYSTEM.gz
Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX	Other congenital malformations of tongue, mouth and pharynx	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	382	410911	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX.gz
Q17_OTHER_CONGEN_MALFO_SKULL_FACE_BONES	Other congenital malformations of skull and face bones	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	91	409304	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_SKULL_FACE_BONES.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_SKULL_FACE_BONES.gz
Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM	Other congenital malformations of peripheral vascular system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	353	407475	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM.gz
Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED	Other congenital malformations, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	228	409382	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED.gz
Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM	Other congenital malformations of nervous system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	276	411544	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM.gz
Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS	Other congenital malformations of male genital organs	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	188	409015	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS.gz
Q17_OTHER_CONGEN_MALFO_LIMBS	Other congenital malformations of limb(s)	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	224	409304	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_LIMBS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_LIMBS.gz
Q17_OTHER_CONGEN_MALFO_KIDNEY	Other congenital malformations of kidney	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	104	410449	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_KIDNEY.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_KIDNEY.gz
Q17_OTHER_CONGEN_MALFO_INTESTINE	Other congenital malformations of intestine	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	242	410911	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_INTESTINE.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_INTESTINE.gz
Q17_OTHER_CONGEN_MALFO_FEMALE_GENITALIA	Other congenital malformations of female genitalia	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	260	409015	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_FEMALE_GENITALIA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_FEMALE_GENITALIA.gz
Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM2	Other congenital malformations of digestive system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	62	410911	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM2.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM2.gz
Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM	Other congenital malformations of circulatory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	710	407475	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM.gz
Q17_OTHER_CONGEN_MALFO_BRAIN	Other congenital malformations of brain	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	137	411544	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_BRAIN.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_OTHER_CONGEN_MALFO_BRAIN.gz
Q17_MONOSOMI_DELET_AUTOSOMES_NOT_ELSEW_CLASSIFIED	Monosomies and deletions from the autosomes, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	66	411655	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_MONOSOMI_DELET_AUTOSOMES_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_MONOSOMI_DELET_AUTOSOMES_NOT_ELSEW_CLASSIFIED.gz
Q17_HYPOSPADIAS	Hypospadias	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	115	409015	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_HYPOSPADIAS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_HYPOSPADIAS.gz
Q17_DOWNS_SYNDR	Down's syndrome	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	109	411655	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_DOWNS_SYNDR.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_DOWNS_SYNDR.gz
Q17_CONOTR_DEFEC	Conotruncal defects	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	397	411784	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_CONOTR_DEFEC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_CONOTR_DEFEC.gz
Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER	Congenital obstructive defects of renal pelvis and congenital malformations of ureter	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	550	410449	gs://finngen-public-data-r10/summary_stats/finngen_R10_Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER.gz
